Word,Languages,Example
goud,Bärndütsch,ja genou i baby genou moi baby woni chli bi gsi hani wöue wärde wasi hüt bi i cha mini roue wähle bi no z opfer gsi ufem pouseplatz aber dank am harry wirdmer nümm disst aus brüueträger wöue rennfahrer wärde oder polizischt woni ha outöli gspillt ufem wohnigstisch ha wöue wüsse wär d dinosourier usglöscht hät und wie genou ds univärsum ufhört i ha trainiert ide gägend gfuchtlet zum füürbäu schiesse wie en dragon bolt doch sisch nüt passiert ich ha nüt in ussicht ussert wes klappt vilech abhoue im lego rumschiff iz bini paar mau im wäutau scho gsi in ächt isches oft nid so guet wie ir fantasie ig aus chind i bi ne andre gsi weni mi iz wür gseh i gloub i wär stouz uf mi ja ig baby genou i baby ja ig baby genou i baby ig vo hüt i verfouge ziu ig vo morn i wirde stouz uf mi ig vo hüt i lade lieder abe ig vo morn i wirdes bitter zahle isch nid immer liecht gsi für ihn vo gester chopf hoch würdi ihm säge s wird no besser s lohnt sech was iz muesch düremache du wirsch mau de grösst literar sitem dürrematt es isch wies isch o wemer besser wird paar gwinnsch u paar verliersch einerlei für mi hüt liebi londo musig u dütschi brüue u wini gester nacht bi hei cho weissi nümme i vo gester e riese auki was hüt isch isch ihm scheiss egau gsi i vo morn hett e rise kater u findt mis verhaute sigi nid nachhautig ig vo hüt stahne da drzwüsche u wettne nume zeige das si zämeschaffe müesse i vo morn fing immer lehr vor gschicht i vo gester fing figg dr richter ja ig baby genou i baby ja ig baby genou i baby bi nid de glich je nach ougeblick aber niemert hie hät es härz us goud wi ig ig vo hüt i verfouge ziu ig vo morn i wirde stouz uf mi ig vo hüt i lade lieder abe ig vo morn i wirdes bitter zahle was dänk i vo hüt äch über ihn vo morn vilicht wirdi ja im auter würkli e riese gloon en ächte penner oder bankdiräkter u was dänkt ächt de dä über mi hüt aus rapper weni bis morn chume chani scho froh si ke ahnig wasi wott wärde weni mau gross bi i wott nur d wäut mit värse träffe ihre säge i ha grad schön dis härz verfäut i bi cho vo bringe chleider i cleener zu sorry i has leider ni chliner und irgendwenn hani de eigeti ching u di gäbes när de eigete ching baby für immer
graabe,Baseldytsch,es befindet sich am dalbe graabe 
graate,Züritüütsch,plötzli heg er aber chönen is grüble graate und melanchoolisch w rde 
graduus,Bärndütsch,är isch vom amt ufbotte gsy am fritig vor de nüne by schtraf im unterlassigsfall im houptgebäud block zwo im büro persönlich go z erschiine und isch zum houptiigang am halbi nüüni inecho vom iigang d schtäge uf und de nach rächts het är sech gwändet isch dür ne länge gang de wider rächts und de graduus de zrügg und wider links bis wo der korridor het gändet de wider zrügg und gradus witer meh und meh konfus i sött doch het er dür die lääre gäng grüeft vor de nüne by schtrof im ungerlassigsfall im houptgebäud block zwo im büro persönlech ga erschiine und dür die lääre gäng do het me s echo ghört derfo hie bin i het är dänkt scho gsy nei dert bim egge chumme ni veillecht wider nei s isch s isch anders warum geit s jetz da i ha doch gmeint aha jetz no dert vorne einisch ume was isch de das da geits jetz weis i nümme won i schtah und dä wo isch ufbotte gsy am fritig vor de nüne by schtrof im ungerlassigsfall im houptgebäud block zwo im büro persönlech ga z erschiine isch immer witergloffe und isch nie meh ume cho 
grafe,Baseldytsch Züritüütsch,de meinrad uursprünglich meginrat dr legende naa us dr familie vo de grafe vo hohezollere isch a dr chloschterschuel vo dr benediktinerabtei riichenau im bodesee vo de äbt haito und erlebald underrichtet worde 
granium,Bärndütsch,was macht e perle win i rund um die souhüng wo gscheitlet gschalet vor dr füdliburg schtöh sie schysse tüpfli sie male chlykariert schpaute zwar rappe aber teile nüt i bi ganz angers i bi offe für d wäut i bi offe für d schtärne am himuszäut i schysse bärge nid tüpf i schpaute ke gäut i bi äbe angers i bi offe für d wäut was macht e perle win i rund um die souhüng wo gscheitlet gschalet vor dr füdliburg schtöh i gloube i flüchte i nachbarshuus bi nachbars gseht aus viu besser uus dert schpinne sie sicher nid haub so wie hie die blödchöpf hie überläben i nie säg was macht e perle win i i nachbars garte zwüsche granium neurose yklemmt glähmt dr nachbar schysst tüpfli dr nachbar malt chlykariert dr nachbar schpautet räppli aber teilet nüt i gloube i flüchte i nachbars huus vo wytem gseht aus viu besser uus dr nachbar schpinnt sicher nid so wie dä hie dä blödchopf hie überläben i nie was macht e perle win i rund um die souhüng wo gscheitlet gschalet vor dr füdliburg schtöh es schysse au tüpfli es male aui chlykariert es schpaute au räppli aber teile nüt teile nüt teile nüt teile nüt uuuh 
greber,Baseldytsch Züritüütsch, vil vo den alte greber stönd under tänkmaalschutz 
gred,Bärndütsch,wohäre si mir ws öppä grägnet het mer sind zur alte schüür hei gschpiult u zämä gred hei glachet u gsunge sii zfriede umegumpet im omrgetou gsprunge u üsi härz si gumpet de ha i ihri ouge gseh ha ihri bruune ouge gseh u ging am ne mittwuch si mir zäme choo däne bim schteibruch mit em aute radio si i dr sunne gschtange rägeböge gluegt im tau mir si ga fagante überau bim wasserfau de ha i ihri oue gseh ha ihri bruune ouge gseh weisch no wie mir gsunge hei zäme gsunge hei schalalalalalalajla ladida schalalalalalalajla ladida mi gfind ke wäg meh we mer lang elleini isch ha sie grad chürzlich gseh wo sie uf em trottoir gschtange isch i dänke mängisch dra wie das mit üs isch gsii wie mir üs gärn hei gha we mir im gras gläge sii de ha i ihri ouge gseh ha ihri bruune ouge gseh weisch no wie mir gsunge hei zäme gsunge hei schalalalalalalalajla ladida schalalalalalalalajla ladida bruuni ouge bruuni ouge schalalalalalalajala ladide schalalalalalalajala ladide schalalalalalalajala ladide schalalalalalalajala ladide
gredt,Baseldytsch Ostschwizertütsch Züritüütsch Bärndütsch,im voorwort vo de diss ghäissts daadezue es seg halt schw r gsy mit den yhäimische in en läbige kontakt z choo und grad die wo di bescht mundaart gredt hebid segid am müesaamschte gsy 
greeber,Baseldytsch,drbii het mä in dr kiirche wandmoolereie us em middelalter und verschidnigi greeber zerstöört 
greglet,Baseldytsch Züritüütsch,ufenthaltsrecht wie au suschtigi recht und pflichte vo ussländer sind i dr ussländergsetzgebig ussländerrecht greglet 
greist,Baseldytsch Züritüütsch Bärndütsch,in siinere funktion als bundespräsident isch er zweimal uf paris greist um a dr friedeskonferenz mit de schtaats und regierigschefs vo de alliierte zämeztreffe 
gremie,Baseldytsch Züritüütsch,so werded dr sinn und s guete funkzioniere vom kollegialitätsprinzip au immer wider i de medie und in politische gremie diskutiert 
gresser,Baseldytsch,d wohnige sin gresser as ebben in dr altstadt aber s het sehr vil weniger wohnige mit vier und meh zimmer as im kantonsdurchschnitt 
gret,Bärndütsch,si hei der willhelm täll ufgfüehrt im löie z nottiswil da bruchts viel volk gwüss z halbe dorf hett mitgmacht i däm schpil die andri helfti isch im saal gsy bim ne grosse bier als publikum het zuegluegt und isch gschpannt gsy was passier am aafang isch es schön gsy do het als schtouffacherin d frou pfarrer mit dem schnyder gret i wort vo tiefem sinn und als isch grüert gsy sy het dasmal nid gseit s chleid sig z tüür und är het guet ufpasst das är der fade nid verlüür uf zmal churz vor em öpfelschuss der lehrer chunnt als täll sy suhn dä frogt ne dis und äis do rüeft dert eine schnäll wo un drem huet als wach isch gschtande so dass jede ghört wiso fragt dä so dumm het dä ir schuel de nüt rächts gleert e fründ vom täll e maa us altdorf zwickt em eis uf ds muul und dise wo der huet bewacht git ume gar nid fuul und schtoost ihm mit syr helebarde eine z mitts i buuch da chunnt scho s volk vo uri z schpringe donner jetzt geits ruuch die einte die vo öschterrich die näh für d wach partei die andre die vo altdorf für ä täll ei schlegerei mit helebarde cartonschwärt culisse schlöh sy dry der täll ligt und rem gessler scho da mischt der saal sech y jetz chöme gleser z flüge jede schtillt sy gheimi wuet es chrose disch u bänk und s bier vermischt sech mit em bluet der wirt rouft sech sys haar d frou schinet broch ni glider y zwo schtund lang het das duuret do isch öschtrich gschlage gsy si hei der willhelm täll ufgfüehrt im löie z nottiswil und gwüss no niene i naturalistischerem styl d versicherig het zahlt hingäge eis weiss ig sithär sy würde d freiheit gwinne wenn sy däwäg z gwinne wär sy würde d freiheit gwinne wenn sy däwäg z gwinne wär 
grettet,Baseldytsch Züritüütsch Bärndütsch,d aawendig vo ddt isch wege siinere giftigkeit für mensch und tier mittlerwiile verboten trotzdem händ dur siii aawendig nach schätzige vo dr who ca millione menschelebe grettet werden chönne 
greyerz,Züritüütsch Bärndütsch,zäme mit dem otto vo greyerz em simon gfeller und em kari grunder ghöört er zu de gründer vom b rner heimetschutz theaater 
gricht,Baseldytsch Ostschwizertütsch Züritüütsch Bärndütsch,de fornerod hät sich vor gricht müesse verantworte und hät e langi gfängnisschtraaf müesse verbüesse 
grien,Baseldytsch,d entrundig spiilt hit kai groossi rolle mee numme no i grien statt grüen und friener statt früener sinn no stargg verbraitet aber s git au lyt wo sunscht stargg ssbräggt baseldytsch schwätze und drotzdämm y grüen saage 
grind,Baseldytsch Bärndütsch,s alt baseldytsch hett innerhalb vo de dytschschwyzer dialäggt e sonderschtellig ainersyts us linguistische grind s isch als ainzige weschtschwizer dialäggt niideralemannisch anderersyts gniessts e bsunders prestige wo vil mit dr fasnacht z tue het 
grindet,Baseldytsch,die hänn druffabe die raurachisch republik grindet 
gring,Bärndütsch,zwee boxer im ring gäh nang uf e gring si füelen enang mau zersch uf e zang de plötzlech machts päng me fragt sech öbs läng nei s geit nid gschwing beid stöh no im ring jitz wider e rung tätschpum das isch gsung dr eint drückt afang dr anger ad wang e kinnhaagge päng doch dä steit no gäng derfür sprützt afang chly bluet umenang zwee boxer im ring gäh nang uf e gring u wider machts päng me fragt sech öbs läng u dasmau mit schwung u jitz isch er dung da plötzlech machts bong u das isch dr gong jitz wider e rung s isch scho e haub stung dr eint isch afang chly schlächt binenang jitz eine tätschpum er flügt er flügt um cha nümm ufecho und jitz isch k o bravo 
gringe,Züritüütsch Bärndütsch,bi gringe gnauigkeitsaaschprüche z b bi chartedarschtellige i sehr chliine massschtäbe wird dr erdkörper zur vereifachig dur e chugle aagnäheret 
grisse,Baseldytsch Züritüütsch Bärndütsch,im gibiet wüsseschaftsgschicht isch er den idiotismesamlige vom jaarhundert naaggange und hät de wichtig luz rner gleert rämmert brandstetter us de vergässehäit grisse 
gritte,Baseldytsch Züritüütsch Bärndütsch,ebefalls im joor isch de elsässer pöstler andreas egglisberger mit sim ross öber de zuegfrorni see gritte da het em schwöbische dichter gustav schwab asen iidrugg gmacht as er d ballade der reiter und der bodensee tichtet het 
groof,Baseldytsch,d riichsvogtei wo in de händ vom ene groof gsi isch isch vo denn aa vo ridder bsetzt worde wo dr bischof liichter het chönne beiiflusse 
groofe,Baseldytsch Ostschwizertütsch,die oberi grichtsbarkait isch a de groofe vo toggeburg understande 
groose,Baseldytsch,in dr nacht uf e august si s groose und s chläine züühuus meer oder weniger ganz aabebrennt 
grooss,Baseldytsch Züritüütsch Bärndütsch,syni zweebändig habilitazioonsschrift über die weschtnordisch huustiert rminology isch di eerscht grooss woortgeograafisch aarbet z skandinaavie gsy tüütschland frankrych itaalien und d schwyz mit em sds sind daa scho voruusggange gsy und en redakter vom norsk ordbok em norwägischen idiotikon hät emaal gsäit em bandle syni habil seg iri bible 
groosse,Baseldytsch Ostschwizertütsch Züritüütsch Bärndütsch,zäme mit fründe hät er en groosse weier usgrabe und passendi pflanze schilf und stuude dri und drumume pflanzt 
groossi,Baseldytsch Ostschwizertütsch Züritüütsch Bärndütsch,lings näbet em iigang isch e groossi stäiplatte i de huusmuur 
groote,Baseldytsch,d gfoor het bestande ass basel wider under d hohäit vom fürstbistum wurd groote und si sälbständikeit chönnt verliere 
grosser,Baseldytsch Züritüütsch Bärndütsch, und de b rner indog rmanischt albert debrunner hät vo synere fähigkeit zum gewissenhaften aufräumen grosser gesamtgebiete und zum bescheidenen verzicht auf den anspruch originell zu sein gredt 
grosses,Baseldytsch Züritüütsch Bärndütsch,bi dr absolutee helligkeit wird im gegesatz zur schiinbare helligkeit es grosses m hochgschtellt 
grossi,Baseldytsch Ostschwizertütsch Züritüütsch Bärndütsch,i siini amtsziit isch under anderem dr erschti weltchrieg gsii wo s ikrk vor grossi useforderige gschtellt händ 
grubbe,Baseldytsch,gliichzitig het sich d grubbe vo de achtburger bolitisch ufgspaltet e däil häi mit em aadel sümpathisiert wo sich uf östriich orientiert het anderi häi d zümft understützt wo in dr stadt immer mächtiger worde si 
gruusig,Baseldytsch Bärndütsch,uss däm grund isch s wärfe vo gmischlete räppli in basel unerwyntscht will me si woorschynlig vo dr strooss uffgläse het und das isch aifach gruusig und au unhygienisch 
gryff,Baseldytsch,im basler kantonsgebiet het mä in relativ churze abständ wiiteri rhiifährene afo iisetze so d klingedaalfähri mit em name vogel gryff d münsterfähri leu d dalbefähri wild ma bis d dreirosefähri wo as johanniterfähri ueli wider in bedriib gnoh worden isch 
gryft,Bärndütsch, oder schimpfwörter sy glückssach e leu e blöde siech e glünggi un e sürmel hei einisch zämme krach gha es risegrosses gstrürmel dr glünggi het zum leu gseit är syg e blöde siech und dä isch sofort zum sürmel was ja o nid jede miech und er het ihm das verzellt und gseit dr glünggi syg e sürmel und dr sürmu het s em glünggi gseit u dä macht druus es gstürm uf verzellt s em blöde siech u wo dä drvo het ghört het er gseit zum leu är syg e leu und das het dise gstört und er haut em blöde siech eis um d ohre dass es blüetet u dr glünggi lauft drzue u gryft jitz ou no y u wüetet u dr sürmel u dr glünggi u dr leu u dr blöd siech hen die ganzi nacht lang gschleglet bis am andere morge früech
grächt,Baseldytsch Ostschwizertütsch Züritüütsch Bärndütsch,ed rewääg sind syni aarbete au nöd esoo waargnaa woorde wie n er sich das gwünscht hett und wie s au grächt gsy w r 
grägnet,Bärndütsch,wohäre si mir ws öppä grägnet het mer sind zur alte schüür hei gschpiult u zämä gred hei glachet u gsunge sii zfriede umegumpet im omrgetou gsprunge u üsi härz si gumpet de ha i ihri ouge gseh ha ihri bruune ouge gseh u ging am ne mittwuch si mir zäme choo däne bim schteibruch mit em aute radio si i dr sunne gschtange rägeböge gluegt im tau mir si ga fagante überau bim wasserfau de ha i ihri oue gseh ha ihri bruune ouge gseh weisch no wie mir gsunge hei zäme gsunge hei schalalalalalalajla ladida schalalalalalalajla ladida mi gfind ke wäg meh we mer lang elleini isch ha sie grad chürzlich gseh wo sie uf em trottoir gschtange isch i dänke mängisch dra wie das mit üs isch gsii wie mir üs gärn hei gha we mir im gras gläge sii de ha i ihri ouge gseh ha ihri bruune ouge gseh weisch no wie mir gsunge hei zäme gsunge hei schalalalalalalalajla ladida schalalalalalalalajla ladida bruuni ouge bruuni ouge schalalalalalalajala ladide schalalalalalalajala ladide schalalalalalalajala ladide schalalalalalalajala ladide
gräist,Züritüütsch,zum nööcher am schuss sy isch er ändi er jaar uf spanie gräist uf aschtuurie wo syn schwaager e dinamitfabrik gläitet hät 
gränne,Bärndütsch,ha ne schprung i r schüssle un e eggen ab u du fäusch mer hie wie gschtöört d biuder i mym chopf si füürfescht i wirde denn no a di dänke wenn i rungum aus vergässe ha i dene länge grade schtrasse da louft mir d gschicht zum rueder uus es het sech so mängs gheimnis glüftet un i bruuche weder säubschtmitled no troscht wüu aus wo vo eim furtgeit chunnt irgendeinisch wieder zrügg e schneeschturm tobet über ds liebifäud schletzt jedes fänschter u jedi tür u morn macht d sunne es bluetbad am horizont un i bi dr niemer im nüt i bi dr niemer im nüt un i gloube nümm won i nume gseh krokodil chöme cho gränne hollywood träne u las vegas schlym mit gwichsde schueh u schpiztefinger säg was han i mit dene z tüe la mi nid allei mit dene seck i dräie läär vergiss mi nid
